id,attr_time,a_x,a_y,a_z,g_x,g_y,g_z
80,1.436E+12,-3.0466216,9.221867,0.8218097,0.01807364,0.12638271,0.026373439
81,1.436E+12,-3.0885203,9.26197,0.7930793,0.012270421,0.12638271,0.03431469
82,1.436E+12,-3.1142578,9.242217,0.79248077,0.003718308,0.124550104,0.028511468
83,1.436E+12,-3.1381998,9.211093,0.79846627,0.005245471,0.122717515,0.029122334
84,1.436E+12,-3.1064768,9.190144,0.80564886,0.004634606,0.11569257,0.031565793
85,1.436E+12,-3.103484,9.159617,0.80684596,0.008605231,0.11202738,0.026068008
86,1.436E+12,-3.0969,9.146449,0.82121116,0.013797585,0.11355454,0.024846276
87,1.436E+12,-3.116652,9.130887,0.81761986,0.017462775,0.1150817,0.02515171
88,1.436E+12,-3.1292217,9.162011,0.79726917,0.019295372,0.11447084,0.031565793
89,1.436E+12,-3.157952,9.179369,0.7781156,0.017462775,0.11905232,0.038590744
90,1.436E+12,-3.1609447,9.205706,0.76434886,0.016241046,0.1169143,0.05233521
91,1.436E+12,-3.1932666,9.181165,0.7410054,0.012575854,0.1150817,0.06271992
92,1.436E+12,-3.1573534,9.199121,0.7236475,0.009521527,0.10591872,0.068828575
93,1.436E+12,-3.1585505,9.202713,0.736217,0.006467202,0.099199206,0.063330784
94,1.436E+12,-3.144784,9.192537,0.74639237,0.007688933,0.0888145,0.06363622
95,1.436E+12,-3.157952,9.187749,0.7793127,0.005856337,0.076597184,0.06577425
96,1.436E+12,-3.13401,9.139266,0.7769185,0.017157342,0.073237434,0.08532193
97,1.436E+12,-3.0897174,9.181165,0.78290397,0.025709456,0.063158154,0.09112516
98,1.436E+12,-3.0705638,9.193136,0.7739257,0.025709456,0.059798393,0.09204145
99,1.436E+12,-3.0382419,9.223662,0.8002619,0.031512678,0.064685315,0.09112516
100,1.436E+12,-3.0119057,9.180567,0.7799112,0.029374648,0.06804508,0.087765396
101,1.436E+12,-3.0376434,9.236232,0.7846996,0.03914849,0.07873522,0.087765396
102,1.436E+12,-3.0508115,9.258977,0.748188,0.033956137,0.084233,0.08898713
103,1.436E+12,-3.0561984,9.254189,0.74878657,0.026625754,0.09003623,0.086543664
104,1.436E+12,-3.0107086,9.248801,0.7326257,0.025709456,0.0888145,0.07890785
105,1.436E+12,-3.007716,9.251794,0.7469909,0.020211669,0.08362214,0.07524266
106,1.436E+12,-2.9945478,9.226056,0.748188,0.023571428,0.076291755,0.06974487
107,1.436E+12,-2.9903579,9.231443,0.7529764,0.03334527,0.0720157,0.060887326
108,1.436E+12,-2.980781,9.237429,0.7392098,0.03914849,0.06529618,0.04592113
109,1.436E+12,-2.9634233,9.221867,0.70509243,0.04220282,0.06040926,0.03614728
110,1.436E+12,-2.9694088,9.247604,0.7026982,0.040675655,0.061325558,0.030344063
111,1.436E+12,-2.9939492,9.268554,0.6745663,0.03059638,0.074764594,0.033703823
112,1.436E+12,-2.9879637,9.222465,0.6655881,0.021738833,0.08545473,0.044393964
113,1.436E+12,-3.0573955,9.263765,0.65780693,0.017768208,0.1001155,0.041034207
114,1.436E+12,-3.0831332,9.218275,0.65660983,0.011354124,0.11019477,0.037369013
115,1.436E+12,-3.1262288,9.205107,0.64583594,0.016546478,0.10866761,0.042561367
116,1.436E+12,-3.12982,9.222465,0.65900403,0.020211669,0.0982829,0.03797988
117,1.436E+12,-3.1292217,9.210494,0.6512229,0.022349698,0.09217425,0.030344063
118,1.436E+12,-3.1004913,9.214684,0.6159084,0.021127967,0.07812435,0.02057022
119,1.436E+12,-3.1316159,9.222465,0.61112,0.023265995,0.07873522,0.01598873
120,1.436E+12,-3.144784,9.214684,0.6051345,0.024182294,0.072932,0.013239836
121,1.436E+12,-3.1860838,9.1751795,0.61171854,0.01898994,0.07415373,0.012934405
122,1.436E+12,-3.2034419,9.153033,0.62967503,0.01563018,0.07842979,0.025762575
123,1.436E+12,-3.229778,9.1350765,0.61770403,0.01563018,0.08270584,0.029427767
124,1.436E+12,-3.2513258,9.135675,0.6099229,0.0214334,0.08545473,0.035230987
125,1.436E+12,-3.2626984,9.14226,0.59735334,0.019600805,0.08392757,0.035230987
126,1.436E+12,-3.2842462,9.120112,0.5895722,0.019906236,0.08362214,0.057833
127,1.436E+12,-3.2423477,9.172187,0.57281274,0.018379074,0.08850906,0.073104635
128,1.436E+12,-3.2225955,9.211093,0.55006784,0.01898994,0.08362214,0.07860242
129,1.436E+12,-3.2273839,9.212888,0.56443304,0.008299798,0.080567814,0.074631795
130,1.436E+12,-3.1974564,9.193136,0.56203884,0.008299798,0.08270584,0.07799155
131,1.436E+12,-3.1914709,9.131485,0.57760113,0.009216096,0.07873522,0.08104588
132,1.436E+12,-3.2040405,9.039309,0.62009823,0.020211669,0.0888145,0.12014125
133,1.436E+12,-3.2208,8.930971,0.62249243,0.026625754,0.09614488,0.22704268
134,1.436E+12,-3.2890346,8.834005,0.6338649,0.022349698,0.1254664,0.3574624
135,1.436E+12,-3.3363202,8.771756,0.6159084,0.022960562,0.16456178,0.44787046
136,1.436E+12,-3.304597,8.6712,0.58418524,0.020211669,0.20151913,0.5495795
137,1.436E+12,-3.3028011,8.646061,0.5734113,0.009216096,0.26199478,0.62685394
138,1.436E+12,-3.453636,8.793304,0.5506664,0.020517102,0.3453779,0.6754178
139,1.436E+12,-3.5757403,9.050082,0.4914099,0.021738833,0.41501653,0.7630769
140,1.436E+12,-3.6655228,9.16261,0.44232875,0.009216096,0.48557147,0.8550121
141,1.436E+12,-3.5571852,9.298481,0.3866636,0.004634606,0.52497226,0.98879164
142,1.436E+12,-3.2914288,9.3260145,0.34596214,-0.006666401,0.5393276,1.0795052
143,1.436E+12,-2.9406781,9.318831,0.30466217,-0.005444671,0.54390913,1.0908061
144,1.436E+12,-2.693477,9.370307,0.33518824,0.013492152,0.5368841,1.0520163
145,1.436E+12,-2.4899697,9.357738,0.38606504,0.019906236,0.52863747,0.9933731
146,1.436E+12,-2.328361,9.298481,0.38486794,0.0363996,0.5356624,0.88525
147,1.436E+12,-2.1440077,9.19972,0.4237737,0.046173442,0.5561264,0.79026043
148,1.436E+12,-2.1051018,9.095572,0.44532153,0.039453924,0.5946109,0.7001578
149,1.436E+12,-2.1739352,9.15423,0.4321534,0.025404025,0.6388987,0.6158584
150,1.436E+12,-2.44029,9.437943,0.44113165,0.02387686,0.6776886,0.55813164
151,1.436E+12,-2.633622,9.646837,0.4249708,-0.013691351,0.6932657,0.50559723
152,1.436E+12,-2.7527335,9.838373,0.41000703,-0.05889538,0.6917385,0.53003186
153,1.436E+12,-2.6683378,9.808446,0.45070848,-0.11142979,0.6541703,0.6418202
154,1.436E+12,-2.4277205,9.7719345,0.53929394,-0.12120364,0.6034685,0.7682693
155,1.436E+12,-2.1547816,9.739014,0.6278794,-0.10654287,0.5524612,0.8247743
156,1.436E+12,-1.8106151,9.643246,0.7152678,-0.09249297,0.51061696,0.8186657
157,1.436E+12,-1.4502877,9.459491,0.736217,-0.04851067,0.46785638,0.7282576
158,1.436E+12,-1.2719196,9.377489,0.7733272,0.024487726,0.43059358,0.59386724
159,1.436E+12,-1.3018472,9.506777,0.7092823,0.10145675,0.3960797,0.44878674
160,1.436E+12,-1.2575544,9.363723,0.6853402,0.11123059,0.36859077,0.35685152
161,1.436E+12,-1.1899183,9.022549,0.57879823,0.13383262,0.365231,0.27896622
162,1.436E+12,-1.2378023,9.12131,0.46088383,0.17323342,0.36278754,0.23620564
163,1.436E+12,-1.3515269,9.399037,0.37110126,0.15643463,0.35515174,0.23345676
164,1.436E+12,-1.316811,9.5798,0.2813187,0.12314246,0.3484322,0.2722467
165,1.436E+12,-1.1450269,9.721058,0.23762453,0.10145675,0.32338673,0.30462256
166,1.436E+12,-1.0001777,9.88925,0.2633622,0.071218915,0.28154248,0.2966813
167,1.436E+12,-0.86610246,9.996989,0.28790274,0.044340845,0.21190384,0.22215575
168,1.436E+12,-0.7823054,10.126875,0.3842694,0.014713882,0.15020645,0.14946279
169,1.436E+12,-0.65242,9.927557,0.521936,-0.028962983,0.076291755,0.099371836
170,1.436E+12,-0.44352585,9.561843,0.6572084,-0.065309465,0.000239033,0.061803624
171,1.436E+12,-0.17836803,8.9602995,0.8146271,-0.0918821,-0.053822543,-0.00142093
172,1.436E+12,0.0664391,8.3072815,0.9648633,-0.10257225,-0.10849498,-0.055482507
173,1.436E+12,0.27952304,7.8344264,0.866701,-0.057062782,-0.13934368,-0.07014327
174,1.436E+12,0.33279404,8.244433,0.7009025,0.055947285,-0.17538472,-0.085109465
175,1.436E+12,-0.59256494,10.156802,0.45250413,0.18056381,-0.22272678,-0.11931793
176,1.436E+12,-1.7902644,12.8832,0.4309563,0.2938793,-0.2630439,-0.19903582
177,1.436E+12,0.09995792,9.030331,-0.3788824,-0.2601755,-0.25724068,-0.28974932
178,1.436E+12,1.1115081,6.7767878,-0.39983168,-0.2323811,-0.022973847,-0.47056544
179,1.436E+12,0.29448682,7.501034,-0.5674258,0.25386763,0.00573682,-0.45682096
180,1.436E+12,-0.50996494,10.455479,-0.75596917,0.33205837,-0.24227448,-0.32792842
181,1.436E+12,-1.4089876,12.441469,-0.96546185,0.28410545,-0.25021574,-0.26500928
182,1.436E+12,-1.3964181,12.947245,-1.3634979,0.17628774,-0.1546153,-0.20453364
183,1.436E+12,-1.5412674,13.081918,-1.4730326,0.06327767,-0.12162858,-0.2042282
184,1.436E+12,-2.0362685,13.345281,-1.5370775,0.048922338,-0.11338189,-0.2304954
185,1.436E+12,-2.1942859,12.871827,-1.5855601,-0.02621409,-0.15522617,-0.23599318
186,1.436E+12,-2.1936872,11.686098,-1.560421,-0.07477788,-0.14820121,-0.30593726
187,1.436E+12,-2.404377,11.036073,-1.5879543,-0.03201731,-0.15828049,-0.4036757
188,1.436E+12,-2.8269536,10.837953,-1.541866,-0.051259566,-0.18057707,-0.44368738
189,1.436E+12,-3.2495303,10.74817,-1.4149733,-0.09982335,-0.2098986,-0.40123224
190,1.436E+12,-3.1214404,10.120291,-1.1695676,-0.16976741,-0.2575461,-0.32792842
191,1.436E+12,-2.6641479,9.062652,-0.825401,-0.2210801,-0.30275014,-0.2417964
192,1.436E+12,-1.9021933,7.763199,-0.59376204,-0.2174149,-0.3332934,-0.14711228
193,1.436E+12,-1.067814,6.5906386,-0.53689975,-0.1761815,-0.29419804,0.000106234
194,1.436E+12,-0.19752164,5.4474072,-0.5315128,-0.16426963,-0.20562254,0.16045836
195,1.436E+12,1.0977415,4.1000705,-0.52971715,-0.19817264,-0.114298195,0.16962135
196,1.436E+12,2.224812,2.8802247,-0.44352585,-0.21436058,-0.05473884,-0.03318592
197,1.436E+12,3.1561563,1.7351977,-0.30226797,-0.23665716,-0.004647888,-0.38137913
198,1.436E+12,3.882198,1.0690111,-0.25737667,-0.2678113,0.09095252,-0.67551076
199,1.436E+12,2.0536265,2.706645,-0.7200562,0.00280201,0.19143985,-0.93970996
200,1.436E+12,-7.3867106,16.339828,3.3865983,1.1588645,-0.0703159,-1.4821582
201,1.436E+12,-9.818023,19.284098,1.9087774,1.1713873,-0.64819443,-1.7988919
202,1.436E+12,-5.527613,7.2430587,1.2509704,-1.7986395,-1.0296798,-1.1003674
203,1.436E+12,-6.1183825,9.785701,3.6715083,-0.869819,0.8649188,-0.80684674
204,1.436E+12,-9.110536,16.257826,2.8293478,1.8717443,1.0668097,-0.24668333
205,1.436E+12,-8.654441,18.920778,-0.49440265,1.0513523,-0.80304873,0.672058
206,1.436E+12,-6.3284736,17.059286,0.51595044,-0.9953518,-0.10818954,0.9209856
207,1.436E+12,-4.048595,13.540408,1.3299791,-0.6043981,0.6291248,0.81377876
208,1.436E+12,-2.5384524,10.76852,0.6087258,0.13535978,0.23878191,0.7108479
209,1.436E+12,-3.015497,10.952275,0.25977087,-0.1331155,-0.39071473,0.46741813
210,1.436E+12,-3.591901,9.38168,-0.07182605,-0.29163504,-0.27037427,0.35685152
211,1.436E+12,-2.496554,6.743269,-0.3657143,-0.40128535,-0.42645034,0.45520082
212,1.436E+12,-0.6985083,3.958214,-0.5823896,-0.61630994,-0.5376278,0.6015031
213,1.436E+12,0.75357497,1.8339585,-0.86131406,-0.6773965,-0.54007125,0.72092724
214,1.436E+12,1.4891934,0.6631939,-1.2886791,-0.5200986,-0.5535103,0.7484161
215,1.436E+12,1.8632874,1.0378864,-1.228824,-0.37318555,-0.73768616,0.50559723
216,1.436E+12,3.1010897,1.9381063,-1.1079168,-0.42816344,-0.98233765,0.06699598
217,1.436E+12,4.349067,1.9776106,-1.0630256,-0.56041574,-0.942326,-0.6116753
218,1.436E+12,4.694431,1.8118122,-1.2922704,-0.52773446,-0.6863735,-1.1626757
219,1.436E+12,-1.2623428,6.723517,0.717662,0.24073403,-0.6066556,-1.4125196
220,1.436E+12,-5.6748567,16.66065,1.9488802,0.91329664,-1.4899668,-1.6565603
221,1.436E+12,-5.614403,16.332645,1.4969746,0.07518954,-2.089531,-1.4641377
222,1.436E+12,-9.212888,19.082386,4.365228,-0.34111512,-1.5327274,-1.2436154
223,1.436E+12,-10.007165,18.572422,3.9797618,0.465227,-1.21691,-1.3688427
224,1.436E+12,-10.134656,17.584812,3.6445735,0.23584712,-1.7010207,-1.2020766
225,1.436E+12,-8.826823,15.944186,2.742558,0.7459196,-1.0907663,-0.1978141
226,1.436E+12,-6.8623805,15.075091,1.1127052,0.96491474,-1.0043288,0.43168253
227,1.436E+12,-4.972757,14.407108,0.18435353,0.6790298,-1.0788544,0.54316545
228,1.436E+12,-3.5745432,12.854469,0.20470424,0.35221693,-1.0269309,0.26064026
229,1.436E+12,-1.6867151,9.379285,0.31483752,0.056252718,-0.9725638,-0.050290152
230,1.436E+12,0.55006784,5.383961,0.60812724,-0.1208982,-0.76761854,-0.18620765
231,1.436E+12,2.7156234,1.5867572,0.44831428,-0.12914488,-0.4081244,-0.2127803
232,1.436E+12,3.071761,-0.8038532,0.11971009,0.12375333,-0.13109699,-0.20728251
233,1.436E+12,2.1667526,-0.5835867,0.24181437,0.66314733,-0.008923944,-0.34258917
234,1.436E+12,2.7246015,1.560421,0.093373865,0.73461854,-0.17416298,-0.82914335
235,1.436E+12,3.2794578,1.9381063,-0.3585317,0.31678674,0.10469699,-1.0924262
236,1.436E+12,1.7226281,3.0268695,-0.8571242,0.31892475,0.51336586,-1.0469167
237,1.436E+12,-8.159439,15.216349,3.7253778,1.8262348,0.4519739,-1.1443497
238,1.436E+12,-9.530719,19.27452,0.8936358,1.3060831,-0.44996867,-1.494681
239,1.436E+12,-6.4721255,9.490017,0.22385786,-1.583615,-0.44111112,-1.3187518
240,1.436E+12,-7.03177,10.836157,2.8580782,-0.6624302,0.9315031,-1.8337111
241,1.436E+12,-11.639412,14.807539,1.6525977,1.0837281,0.7177003,-1.476355
242,1.436E+12,-11.170747,17.39986,-0.2220622,0.5651035,-0.3791083,-0.061591156
243,1.436E+12,-9.6528225,15.476718,0.6781576,-1.203046,-0.43347532,0.6250214
244,1.436E+12,-7.33763,12.503119,2.123657,-0.7574198,0.2647437,0.3256974
245,1.436E+12,-5.4282537,9.920973,2.0039468,-0.20092154,-0.15766963,0.21787968
246,1.436E+12,-4.5807066,10.038289,2.1452048,-0.2931622,-0.54159844,0.16381812
247,1.436E+12,-3.9815574,8.184579,2.0207062,-0.31729138,-0.38979843,0.16870505
248,1.436E+12,-2.3235726,5.319318,1.5598224,-0.27117106,-0.25327006,0.39594692
249,1.436E+12,-0.60693014,2.6731262,0.98700964,-0.18320645,-0.10635695,0.6616733
250,1.436E+12,-0.092176765,1.1228806,0.45310268,0.08465795,0.00207163,0.84218395
251,1.436E+12,-0.005386954,1.7274165,0.32022446,0.30365312,-0.19798674,0.72031635
252,1.436E+12,1.1887212,1.9542671,-0.074818805,0.12466962,-0.37391594,0.056000404
253,1.436E+12,1.3634979,1.1593921,-0.17836803,-0.14869256,-0.15828049,-0.61198074
254,1.436E+12,-1.7669208,2.4259248,-0.23942018,0.29540646,0.1880801,-0.8215075
255,1.436E+12,-8.5143795,12.787432,2.5540147,1.3048613,-0.25662982,-1.1733658
256,1.436E+12,-5.505467,11.387422,-0.38187516,0.5037115,-0.71783304,-1.3456298
257,1.436E+12,-6.87914,8.9602995,1.0241197,-0.42388737,-0.1020809,-0.70086163
258,1.436E+12,-10.444106,13.549386,0.6979098,0.9588061,0.6098826,-0.20728251
259,1.436E+12,-10.547057,16.162657,-0.089184016,0.8128093,-0.520829,-0.232328
260,1.436E+12,-11.043256,17.464504,-0.24301147,0.31464872,-0.4484415,-0.2854733
261,1.436E+12,-9.704298,13.400946,-1.4622587,0.4194121,0.46419117,0.1607638
262,1.436E+12,-8.870518,12.42052,-1.8746599,0.6387127,0.5652894,0.9109063
263,1.436E+12,-7.751827,11.555614,-1.7711107,0.43285114,0.31055856,1.0648444
264,1.436E+12,-6.1381345,9.813234,-1.127669,0.1674302,0.13065876,0.88525
265,1.436E+12,-4.008492,7.3083005,-0.83497787,0.09656983,0.065907046,0.64945596
266,1.436E+12,-1.7280151,4.979341,-0.78529817,0.104511075,0.08026238,0.57859564
267,1.436E+12,0.3752911,2.7401638,-0.997185,0.10390021,0.18930183,0.70718277
268,1.436E+12,1.5969325,1.2970588,-1.282095,0.14055213,0.3359095,0.9585538
269,1.436E+12,1.821389,1.9147629,-1.4215573,0.33755615,0.2873457,0.8256906
270,1.436E+12,1.7351977,3.3201592,-1.2922704,0.28990868,0.01367807,-0.002948094
271,1.436E+12,2.1930888,2.5983074,-1.4820108,-0.03110101,0.041167006,-0.6012906
272,1.436E+12,1.7968484,2.4139538,-1.6142905,-0.11051349,0.245196,-0.8361683
273,1.436E+12,-5.4504004,9.540296,0.6099229,0.9035228,0.20732236,-0.96811515
274,1.436E+12,-8.234259,17.437569,-0.5907693,0.852821,-0.409957,-1.4565018
275,1.436E+12,-7.9355817,11.024101,-0.581791,-1.2302294,-0.24319075,-0.6599337
276,1.436E+12,-7.441179,10.978612,1.1468226,-0.9101361,0.6416476,-0.55761373
277,1.436E+12,-13.244125,15.906478,0.7517793,0.895887,0.7448838,-0.67001295
278,1.436E+12,-14.751874,19.608511,1.0019734,0.37695697,-0.6170403,-0.3456435
279,1.436E+12,-10.934917,15.716737,1.0702082,-1.0695719,-0.7865554,0.70626646
280,1.436E+12,-7.5112095,11.534067,2.405574,-0.77666205,0.013372637,1.3605032
281,1.436E+12,-5.2660465,9.761759,1.5448587,0.02265513,-0.06329095,1.2248911
282,1.436E+12,-4.3089647,9.491214,0.5446809,0.016241046,-0.47684672,0.93289745
283,1.436E+12,-2.7096379,7.4561424,0.045489833,-0.4455731,-0.3305445,0.93106484
284,1.436E+12,-0.7146692,3.7732618,-0.6051345,-0.70488536,0.02436821,1.0834758
285,1.436E+12,1.2006922,0.8619126,-1.127669,-0.7274874,0.1517336,1.1283743
286,1.436E+12,1.7705121,-0.45310268,-1.3102269,-0.43976986,0.08270584,0.9839047
287,1.436E+12,1.596334,0.694917,-0.9684546,0.10237304,-0.15278271,0.49185276
288,1.436E+12,1.6771383,2.7898436,-0.581791,0.08618511,-0.48051193,-0.18895656
289,1.436E+12,2.6072857,2.0153193,-0.729633,-0.30751753,-0.2929763,-0.5728854
290,1.436E+12,2.5276785,0.9672575,-1.043872,-0.13555896,0.049108252,-0.7161333
291,1.436E+12,-5.4725466,7.32506,0.8858546,0.8338842,-0.10757868,-0.9522327
292,1.436E+12,-9.739613,19.60133,1.8285716,1.775533,-1.1323051,-1.6043313
293,1.436E+12,-5.156512,11.851897,-0.7248446,-0.5680516,-1.0944315,-1.2756858
294,1.436E+12,-8.049905,11.462839,2.6396074,-0.80751073,0.3126966,-0.6770379
295,1.436E+12,-10.527305,14.750677,2.307412,1.3091373,0.494429,-0.86121374
296,1.436E+12,-10.907384,17.281347,0.6985083,1.3796923,-0.4728761,-0.76164275
297,1.436E+12,-10.476428,16.655264,-0.5422867,0.58159685,0.05002455,-0.17948815
298,1.436E+12,-8.833407,14.123995,-0.6500258,0.5877055,0.37439397,0.5147602
299,1.436E+12,-6.766014,11.815984,-1.0911574,0.7068242,0.20671149,0.5813445
300,1.436E+12,-5.568913,11.086351,-0.94570965,0.39528292,-0.10360806,0.250561
301,1.436E+12,-4.5136685,9.365519,-0.7098808,0.1216153,-0.088947296,-0.16360566
302,1.436E+12,-3.2531216,6.8462195,-0.5895722,-0.017661976,0.054911472,-0.18468049
303,1.436E+12,-1.4921862,4.1054573,-0.676362,-0.19145313,0.18044429,0.26308373
304,1.436E+12,0.005386954,1.7064673,-0.8170213,-0.2714765,0.26535454,0.8369916
